7.393100000000000000e+04,7.200000000000000000e+01,1.260000000000000000e+02,7.360000000000000000e+02,8.000000000000000000e+00,1.100000000000000000e+01,3.470000000000000000e+02,2.740000000000000000e+02,4.500000000000000000e+01,4.270000000000000000e+02,4.540000000000000000e+02,1.191000000000000000e+03,8.327000000000000000e+03,3.627000000000000000e+03,1.920000000000000000e+02,1.100000000000000000e+01,4.820000000000000000e+02,5.516000000000000000e+03,8.730000000000000000e+02,1.110000000000000000e+02,2.460000000000000000e+02,1.821000000000000000e+03,1.900000000000000000e+01,4.800000000000000000e+02,1.410000000000000000e+02,3.200000000000000000e+01
1.270000000000000000e+02,5.234800000000000000e+04,5.030000000000000000e+02,4.941000000000000000e+03,1.498000000000000000e+03,1.570000000000000000e+03,1.074000000000000000e+03,4.420000000000000000e+02,1.090000000000000000e+02,2.820000000000000000e+02,8.140000000000000000e+02,2.800000000000000000e+01,1.220000000000000000e+02,2.210000000000000000e+02,2.950000000000000000e+02,1.600000000000000000e+02,5.740000000000000000e+02,1.255200000000000000e+04,6.261000000000000000e+03,2.510000000000000000e+02,2.100000000000000000e+01,1.350100000000000000e+04,0.000000000000000000e+00,2.616000000000000000e+03,7.400000000000000000e+01,1.160000000000000000e+02
1.050000000000000000e+02,0.000000000000000000e+00,6.232500000000000000e+04,2.455000000000000000e+03,1.954000000000000000e+03,9.150000000000000000e+02,2.962000000000000000e+03,5.900000000000000000e+01,1.670000000000000000e+02,5.100000000000000000e+01,9.770000000000000000e+02,9.110000000000000000e+02,1.180000000000000000e+02,3.480000000000000000e+02,2.750000000000000000e+02,1.000000000000000000e+00,6.000000000000000000e+01,1.822000000000000000e+03,2.670000000000000000e+02,7.600000000000000000e+01,6.670000000000000000e+02,1.026100000000000000e+04,0.000000000000000000e+00,1.970000000000000000e+02,7.000000000000000000e+00,2.000000000000000000e+01
5.540000000000000000e+02,7.920000000000000000e+02,5.130000000000000000e+02,6.028600000000000000e+04,2.100000000000000000e+01,2.480000000000000000e+02,3.650000000000000000e+02,1.917000000000000000e+03,5.840000000000000000e+02,7.420000000000000000e+02,4.210000000000000000e+02,4.700000000000000000e+01,2.100000000000000000e+02,5.860000000000000000e+02,2.768000000000000000e+03,4.240000000000000000e+02,3.880000000000000000e+02,7.443000000000000000e+03,1.730000000000000000e+03,8.000000000000000000e+00,9.300000000000000000e+01,5.023000000000000000e+03,1.000000000000000000e+00,1.917000000000000000e+03,0.000000000000000000e+00,9.190000000000000000e+02
8.000000000000000000e+00,1.419000000000000000e+03,2.782000000000000000e+03,2.348000000000000000e+03,6.196000000000000000e+04,1.753000000000000000e+03,4.824000000000000000e+03,1.330000000000000000e+02,1.390000000000000000e+02,4.700000000000000000e+01,4.270000000000000000e+02,1.193000000000000000e+03,4.000000000000000000e+00,9.600000000000000000e+01,5.000000000000000000e+00,5.200000000000000000e+01,9.020000000000000000e+02,1.815000000000000000e+03,2.760000000000000000e+03,9.430000000000000000e+02,5.000000000000000000e+00,1.313000000000000000e+04,0.000000000000000000e+00,5.056000000000000000e+03,8.000000000000000000e+00,1.191000000000000000e+03
3.570000000000000000e+02,1.184000000000000000e+03,4.410000000000000000e+02,1.666000000000000000e+03,7.710000000000000000e+02,6.557400000000000000e+04,6.690000000000000000e+02,4.770000000000000000e+02,1.137000000000000000e+03,4.190000000000000000e+02,8.000000000000000000e+00,1.570000000000000000e+02,0.000000000000000000e+00,5.730000000000000000e+02,4.000000000000000000e+00,3.222000000000000000e+03,1.250000000000000000e+02,2.650000000000000000e+02,9.220000000000000000e+02,3.178000000000000000e+03,6.900000000000000000e+01,1.103100000000000000e+04,2.000000000000000000e+00,1.245000000000000000e+03,8.930000000000000000e+02,2.611000000000000000e+03
4.520000000000000000e+02,6.000000000000000000e+00,6.381000000000000000e+03,5.984000000000000000e+03,4.430000000000000000e+02,1.360000000000000000e+02,5.644200000000000000e+04,9.100000000000000000e+01,1.700000000000000000e+01,9.000000000000000000e+00,7.110000000000000000e+02,1.057000000000000000e+03,4.000000000000000000e+02,4.920000000000000000e+02,5.170000000000000000e+02,1.000000000000000000e+01,1.713000000000000000e+03,4.423000000000000000e+03,2.030000000000000000e+02,5.500000000000000000e+01,7.000000000000000000e+01,7.975000000000000000e+03,1.500000000000000000e+01,8.900000000000000000e+02,7.000000000000000000e+00,1.000000000000000000e+00
9.270000000000000000e+02,1.244000000000000000e+03,2.990000000000000000e+02,8.824000000000000000e+03,2.250000000000000000e+02,2.770000000000000000e+02,7.220000000000000000e+02,5.051300000000000000e+04,8.000000000000000000e+00,1.340000000000000000e+02,4.488000000000000000e+03,2.610000000000000000e+02,3.216000000000000000e+03,3.462000000000000000e+03,2.919000000000000000e+03,3.300000000000000000e+01,2.880000000000000000e+02,1.493600000000000000e+04,2.560000000000000000e+02,1.720000000000000000e+02,1.923000000000000000e+03,4.395000000000000000e+03,2.000000000000000000e+01,1.766000000000000000e+03,6.200000000000000000e+01,1.300000000000000000e+02
0.000000000000000000e+00,4.000000000000000000e+00,1.930000000000000000e+02,1.022000000000000000e+03,1.690000000000000000e+02,2.131000000000000000e+03,1.000000000000000000e+01,7.000000000000000000e+00,6.081600000000000000e+04,1.836000000000000000e+03,6.000000000000000000e+00,4.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.100000000000000000e+01,2.780000000000000000e+02,1.600000000000000000e+01,1.840000000000000000e+02,1.472000000000000000e+03,2.520000000000000000e+02,5.000000000000000000e+00,9.701000000000000000e+03,0.000000000000000000e+00,9.170000000000000000e+02,2.850000000000000000e+02,2.612000000000000000e+03
1.180000000000000000e+02,2.200000000000000000e+01,4.190000000000000000e+02,4.697000000000000000e+03,2.180000000000000000e+02,7.120000000000000000e+02,1.950000000000000000e+02,3.940000000000000000e+02,3.715000000000000000e+03,6.486700000000000000e+04,1.900000000000000000e+01,1.065000000000000000e+03,4.420000000000000000e+02,1.410000000000000000e+02,1.020000000000000000e+02,2.000000000000000000e+00,8.300000000000000000e+01,2.403000000000000000e+03,1.289000000000000000e+03,9.400000000000000000e+01,8.000000000000000000e+00,7.492000000000000000e+03,0.000000000000000000e+00,1.551000000000000000e+03,3.520000000000000000e+02,1.100000000000000000e+03
6.810000000000000000e+02,2.100000000000000000e+02,2.928000000000000000e+03,3.760000000000000000e+03,1.910000000000000000e+02,0.000000000000000000e+00,3.130000000000000000e+02,1.453000000000000000e+03,1.300000000000000000e+01,6.000000000000000000e+00,6.046600000000000000e+04,1.774000000000000000e+03,2.146000000000000000e+03,2.003000000000000000e+03,2.600000000000000000e+01,0.000000000000000000e+00,1.920000000000000000e+02,1.174600000000000000e+04,2.710000000000000000e+02,1.010000000000000000e+02,4.890000000000000000e+02,2.783000000000000000e+03,5.000000000000000000e+00,3.443000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00
5.250000000000000000e+02,0.000000000000000000e+00,9.720000000000000000e+02,2.743000000000000000e+03,1.164000000000000000e+03,1.490000000000000000e+02,8.090000000000000000e+02,6.600000000000000000e+01,1.800000000000000000e+01,4.000000000000000000e+01,3.570000000000000000e+02,7.202300000000000000e+04,3.861000000000000000e+03,2.072000000000000000e+03,3.300000000000000000e+01,2.410000000000000000e+02,1.378000000000000000e+03,5.668000000000000000e+03,2.670000000000000000e+02,1.200000000000000000e+01,2.600000000000000000e+01,3.865000000000000000e+03,0.000000000000000000e+00,2.204000000000000000e+03,0.000000000000000000e+00,7.000000000000000000e+00
5.280000000000000000e+02,1.560000000000000000e+02,4.000000000000000000e+00,1.320000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.150000000000000000e+02,1.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+01,1.600000000000000000e+01,9.234300000000000000e+04,1.771000000000000000e+03,9.800000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,1.202000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,6.800000000000000000e+02,1.790000000000000000e+03,1.045000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.371000000000000000e+03,2.240000000000000000e+02,1.050000000000000000e+02,2.407000000000000000e+03,0.000000000000000000e+00,3.610000000000000000e+02,7.400000000000000000e+01,1.542000000000000000e+03,1.000000000000000000e+00,3.000000000000000000e+00,4.630000000000000000e+02,3.200000000000000000e+01,7.723000000000000000e+03,6.707200000000000000e+04,4.440000000000000000e+02,7.900000000000000000e+01,0.000000000000000000e+00,8.411000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.936000000000000000e+03,1.956000000000000000e+03,1.235000000000000000e+03,5.800000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00
1.293000000000000000e+03,9.000000000000000000e+00,7.720000000000000000e+02,8.944000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.204000000000000000e+03,5.980000000000000000e+02,3.400000000000000000e+01,1.960000000000000000e+02,2.890000000000000000e+02,3.810000000000000000e+02,1.096000000000000000e+03,1.313000000000000000e+03,5.917200000000000000e+04,4.360000000000000000e+02,1.937000000000000000e+03,9.930000000000000000e+03,3.630000000000000000e+02,2.180000000000000000e+02,1.717000000000000000e+03,4.056000000000000000e+03,2.234000000000000000e+03,3.080000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,1.380000000000000000e+02,1.430000000000000000e+02,3.637000000000000000e+03,2.250000000000000000e+02,8.745000000000000000e+03,5.620000000000000000e+02,2.190000000000000000e+02,5.600000000000000000e+02,2.650000000000000000e+02,2.500000000000000000e+01,3.000000000000000000e+00,3.200000000000000000e+01,5.300000000000000000e+01,4.840000000000000000e+02,6.826900000000000000e+04,4.630000000000000000e+02,8.880000000000000000e+02,2.040000000000000000e+02,1.117000000000000000e+03,9.700000000000000000e+01,1.386400000000000000e+04,1.000000000000000000e+00,1.370000000000000000e+02,1.662000000000000000e+03,1.684000000000000000e+03
3.050000000000000000e+02,1.670000000000000000e+02,8.330000000000000000e+02,4.950000000000000000e+03,9.420000000000000000e+02,3.700000000000000000e+02,3.839000000000000000e+03,4.000000000000000000e+01,3.500000000000000000e+01,5.600000000000000000e+01,4.340000000000000000e+02,7.710000000000000000e+02,8.070000000000000000e+02,3.890000000000000000e+02,1.975000000000000000e+03,6.630000000000000000e+02,6.399600000000000000e+04,4.971000000000000000e+03,5.960000000000000000e+02,6.900000000000000000e+01,1.790000000000000000e+02,7.180000000000000000e+03,1.570000000000000000e+02,9.690000000000000000e+02,1.900000000000000000e+02,6.170000000000000000e+02
9.820000000000000000e+02,1.661000000000000000e+03,9.800000000000000000e+01,6.531000000000000000e+03,3.260000000000000000e+02,0.000000000000000000e+00,1.455000000000000000e+03,9.760000000000000000e+02,0.000000000000000000e+00,1.520000000000000000e+02,2.467000000000000000e+03,8.810000000000000000e+02,9.330000000000000000e+02,1.390000000000000000e+03,3.830000000000000000e+02,4.240000000000000000e+02,2.720000000000000000e+02,7.042200000000000000e+04,1.910000000000000000e+02,2.600000000000000000e+01,6.200000000000000000e+01,2.247000000000000000e+03,3.000000000000000000e+00,1.115000000000000000e+03,0.000000000000000000e+00,3.000000000000000000e+00
3.920000000000000000e+02,5.140000000000000000e+02,2.060000000000000000e+02,1.117000000000000000e+03,2.128000000000000000e+03,2.010000000000000000e+03,2.710000000000000000e+02,8.000000000000000000e+01,1.545000000000000000e+03,8.320000000000000000e+02,4.400000000000000000e+01,8.230000000000000000e+02,9.200000000000000000e+01,1.480000000000000000e+02,7.700000000000000000e+01,8.190000000000000000e+02,1.358000000000000000e+03,7.990000000000000000e+02,5.197300000000000000e+04,5.100000000000000000e+02,4.800000000000000000e+01,9.271000000000000000e+03,0.000000000000000000e+00,2.721000000000000000e+03,6.160000000000000000e+02,7.106000000000000000e+03
1.900000000000000000e+01,3.810000000000000000e+02,2.260000000000000000e+02,4.780000000000000000e+02,1.883000000000000000e+03,5.640000000000000000e+03,6.020000000000000000e+02,8.150000000000000000e+02,7.020000000000000000e+02,7.200000000000000000e+01,7.050000000000000000e+02,5.700000000000000000e+01,1.000000000000000000e+00,6.300000000000000000e+01,3.000000000000000000e+01,4.000000000000000000e+01,8.200000000000000000e+01,1.368000000000000000e+03,1.080000000000000000e+03,8.049600000000000000e+04,1.070000000000000000e+02,7.187000000000000000e+03,7.000000000000000000e+00,1.330000000000000000e+03,2.151000000000000000e+03,6.978000000000000000e+03
1.371000000000000000e+03,3.700000000000000000e+01,1.524000000000000000e+03,7.800000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.037000000000000000e+03,1.903000000000000000e+03,0.000000000000000000e+00,1.890000000000000000e+02,1.100000000000000000e+03,7.000000000000000000e+00,1.498000000000000000e+03,2.544000000000000000e+03,1.624000000000000000e+03,2.000000000000000000e+00,5.800000000000000000e+02,5.519000000000000000e+03,0.000000000000000000e+00,4.000000000000000000e+01,7.039600000000000000e+04,5.688000000000000000e+03,4.300000000000000000e+01,9.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.900000000000000000e+01,1.080000000000000000e+03,1.000000000000000000e+01,9.020000000000000000e+02,1.740000000000000000e+02,6.540000000000000000e+02,4.110000000000000000e+02,2.420000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00,1.530000000000000000e+02,0.000000000000000000e+00,1.820000000000000000e+02,2.290000000000000000e+02,2.610000000000000000e+02,4.900000000000000000e+01,4.000000000000000000e+00,2.257000000000000000e+03,3.000000000000000000e+00,3.910000000000000000e+02,3.740000000000000000e+02,8.112300000000000000e+04,2.500000000000000000e+01,1.070000000000000000e+02,8.160000000000000000e+02,1.100000000000000000e+01
4.910000000000000000e+02,1.360000000000000000e+02,4.170000000000000000e+02,1.223000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,1.396000000000000000e+03,4.200000000000000000e+02,0.000000000000000000e+00,1.500000000000000000e+01,2.280000000000000000e+02,0.000000000000000000e+00,7.342000000000000000e+03,4.312000000000000000e+03,9.650000000000000000e+02,3.350000000000000000e+02,2.710000000000000000e+02,5.713000000000000000e+03,0.000000000000000000e+00,7.000000000000000000e+00,9.440000000000000000e+02,7.892000000000000000e+03,6.688800000000000000e+04,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,7.000000000000000000e+00,1.238000000000000000e+03,4.191000000000000000e+03,1.899000000000000000e+03,1.006000000000000000e+03,4.910000000000000000e+02,1.500000000000000000e+02,1.294000000000000000e+03,7.310000000000000000e+02,1.434000000000000000e+03,8.900000000000000000e+02,1.000000000000000000e+00,2.100000000000000000e+01,1.990000000000000000e+02,2.000000000000000000e+00,3.490000000000000000e+02,2.502000000000000000e+03,2.304000000000000000e+03,2.460000000000000000e+02,7.000000000000000000e+01,1.144600000000000000e+04,0.000000000000000000e+00,6.854700000000000000e+04,7.800000000000000000e+01,8.890000000000000000e+02
3.420000000000000000e+02,4.900000000000000000e+01,2.300000000000000000e+01,6.150000000000000000e+02,7.100000000000000000e+01,2.414000000000000000e+03,1.700000000000000000e+01,2.250000000000000000e+02,1.650000000000000000e+02,8.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,1.460000000000000000e+02,4.300000000000000000e+01,1.666000000000000000e+03,5.200000000000000000e+02,3.040000000000000000e+02,1.162500000000000000e+04,9.600000000000000000e+01,1.058000000000000000e+04,0.000000000000000000e+00,5.660000000000000000e+02,6.848800000000000000e+04,5.521000000000000000e+03
2.670000000000000000e+02,3.000000000000000000e+00,1.680000000000000000e+02,4.740000000000000000e+02,1.173000000000000000e+03,1.217000000000000000e+03,1.300000000000000000e+01,2.070000000000000000e+02,5.200000000000000000e+02,4.130000000000000000e+02,1.000000000000000000e+00,8.860000000000000000e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.010000000000000000e+02,1.580000000000000000e+02,5.793000000000000000e+03,1.235000000000000000e+03,0.000000000000000000e+00,8.500000000000000000e+03,0.000000000000000000e+00,1.359000000000000000e+03,6.500000000000000000e+01,6.713200000000000000e+04
